Categoria,Titulo,Conteudo,Palavras Chave,URL
Rejeições NFE,Rejeição: 267 - NF complementar referencia outra NF-e inexistente. - OK,"Rejeição

Essa rejeição indica que ao emitir uma NF-e que referencia outra NF-e através da chave de acesso, a NF-e referenciada ainda não foi autorizada. Isso acontece quando NF-e que referencia e a NF-e referenciada pertencem a mesma UF.

Dicas

Ao emitir uma NF-e que faz referência a outra nota através da chave de acesso e ambas são da mesma UF, devemos aguardar que a nota referenciada seja autorizada antes de emitirmos a nota que irá fazer a referência.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-267
Rejeições NFE,Rejeição: 268 - NF complementar referencia outra NF-e complementar.,"Rejeição

A rejeição 268 ocorre quando uma nota fiscal complementar (NF-e) referencia outra NF-e complementar. Isso não é permitido, pois as NF-es complementares só podem referenciar notas com as finalidades ""Normal"", ""Ajuste"" ou ""Devolução"". 
 

Quando ocorre a rejeição 268? 

Ocorre quando, no campo de ""Documento Referenciado"" na nota fiscal complementar, foram inseridos dados de outra nota fiscal complementar. 

Dicas

Como resolver:

Não existe a possibilidade de gerar uma nf complementar usando outra nf complementar.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-268
Rejeições NFE,Rejeição: 269 - CNPJ emitente da NF complementar difere do CNPJ da NF referenciada.,"Rejeição

A rejeição 269 ocorre quando o CNPJ do emitente da nota fiscal complementar é diferente do CNPJ do documento referenciado.

Causa 

A nota fiscal complementar está referenciando um documento com um CNPJ diferente 
A chave do documento referenciado foi informada incorretamente 
Dicas

Solução 

Verificar se a nota fiscal complementar está sendo emitida corretamente
Validar se o campo NF-e está configurado corretamente
Baixar o XML da nota referenciada
Validar se o CNPJ do emissor está igual ao CNPJ da empresa
Identificar qual foi informado incorretamente
Fazer a correção e reemitir a nota fiscal","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-269
Rejeições NFE,Rejeição: 270 - Código município do fato gerador: dígito inválido.,"Rejeição

A rejeição 270 ""Código Município do Fato Gerador: dígito inválido"" acontece quando o código do município informado na nota fiscal não está correto ou não está cadastrado no IBGE. 

Dicas

Para resolver esse erro, você pode: 

Verificar e corrigir o código do município do Fato Gerador (cMunFG)
Consultar a Tabela de Municípios do IBGE para identificar o código correto
Reenviar a nota fiscal para processamento

Como consultar a Tabela de Municípios do IBGE? 

Você pode consultar a Tabela de Municípios do IBGE no próprio site do IBGE","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-270
Rejeições NFE,Rejeição: 271 - Código município do fato gerador: difere da UF do emitente.,"Rejeição

A rejeição 271 ocorre quando o código do município do fato gerador (cMunFG) de uma nota fiscal eletrônica (NF-e) tem os dois primeiros dígitos diferentes do código da unidade federativa (cUF). 

Dicas

Para resolver a rejeição, é preciso verificar se o código do município do fato gerador está de acordo com o código da UF informado. O código do município do fato gerador deve estar igual ao cadastrado no site do IBGE. 

Para corrigir a rejeição, é possível: 

Verificar o código do município do fato gerador no campo cMunFG
Verificar se o código do município do fato gerador está de acordo com o código da UF informado no campo cUF
Verificar se o código do município do fato gerador está igual ao cadastrado no site do IBGE","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-271
Rejeições NFE,Rejeição: 272 - Código município do emitente: dígito inválido.,"Rejeição

A rejeição 272 ""Código Município do Emitente: dígito inválido"" ocorre quando o código do município informado está incorreto ou não existe na tabela do IBGE. 

O erro pode ocorrer quando: 

O município preenchido nos dados de endereço da empresa está incorreto.
O código do município informado para o emitente não existe na tabela de municípios do IBGE.
O código do município informado para o emitente é diferente do correspondente ao nome do município.
Dicas

Para resolver o erro, é possível: 

Consultar o código do município na tabela de municípios do IBGE.
Corrigir o código do município no cadastro do cliente em CADASTROS GERAIS > CLIENTES.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-272
Rejeições NFE,Rejeição: 273 - Código município do emitente: difere da UF do emitente.,"Rejeição

A rejeição 273 ""Código Município do Emitente: difere da UF do emitente"" ocorre quando o município preenchido nos dados da empresa não corresponde ao estado selecionado.

Exemplo

Foi emitida uma NFC-e com o Código do Município do Emitente, mas os dois primeiros dígitos são diferentes do Código da UF
Dicas

Resolução:

Para resolver essa falha, é preciso consultar a tabela de municípios do IBGE e identificar o código correto do emitente. Com a numeração correta, corrija a nota fiscal.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-273
Rejeições NFE,Rejeição: 274 - Código município do destinatário: dígito inválido.,"Rejeição

A rejeição 274 ""Código Município do Destinatário: dígito inválido"" ocorre quando o código do município do destinatário está incorreto ou não existe na Tabela de Municípios do IBGE. 

Causa 

O município informado na nota fiscal não está correto 
O código do município não está de acordo com a Tabela de Municípios do IBGE 
O código do município está cadastrado no sistema de forma desatualizada 
Dicas

Solução

Verifique o código do município do destinatário na Tabela de Municípios do IBGE
Corrija o código do município
Reenvie a nota fiscal para processamento

Considerações 

O campo do código do município deve ser composto por 7 dígitos 
O erro pode ocorrer na emissão de uma NF-e (mod. 55) ou NFC-e (mod. 65) 
Caso o CEP esteja correto, o erro pode ocorrer quando o código do município do IBGE cadastrado no sistema está desatualizado 
Para corrigir o código do município do IBGE, é preciso contatar o suporte do sistema","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-274
Rejeições NFE,Rejeição: 275 - Código município do destinatário: difere da UF do destinatário.,"Detalhes do erro

Essa rejeição ocorre quando a UF cadastrada no cliente esta diferente da UF que o cliente esta cadastrado e validado no IBGE.

Dicas de correção

Para resolver a Rejeição 275: Código Município do Destinatário: difere da UF do Destinatário, verifique o código do município no endereço do destinatário, no campo cMun é igual ao que está cadastrado no site do IBGE e também pertence a UF informada.

Neste caso, qualquer diferente ao site do IBGE não será valido.

Valide no cadastro do cliente em:

Cadastros Gerais → Clientes > No endereço do cliente, o campo de UF deve ser o mesmo que tem no site do IBGE.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-275
Rejeições NFE,Rejeição: 276 - Código município do local de retirada: dígito inválido.,"Rejeição

A rejeição 276 significa que o código do município do local de retirada informado na nota fiscal é inválido ou inexistente.  

A rejeição 276 ocorre quando: 

A nota fiscal é emitida com o local de retirada no Brasil 
O código do município do local de retirada não existe na tabela de municípios do IBGE

Exemplo 

Por exemplo, se for emitida uma nota fiscal para o estado de Goiás, na cidade de Goiânia, e for informado o código do município como “5208700”, a nota fiscal será rejeitada. Esse código não existe na tabela do IBGE.

Dicas

Como resolver

Consultar a Tabela de Municípios do IBGE para obter o código correto do município
Entre em contato com o suporte informando o código correto para realizar a alteração.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-276
Rejeições NFE,Rejeição: 277 - Código município do local de retirada: difere da UF do local de retirada.,"Rejeição

A rejeição 277 ocorre quando o código do município do local de retirada difere da UF do local de retirada. Isso pode acontecer ao emitir uma nota fiscal eletrônica (NF-e). 

Causa 

Ao emitir uma NF-e, os dois primeiros dígitos do código do município (cMun) são diferentes do código da UF correspondente.
Dicas

Como resolver 

Verifique se a UF vinculada para as cidades envolvidas está correta.
Acesse a tela ""Cidades"" e revise os campos ""Cód. UF"" e ""Mun. domicílio fiscal"".
Entre em contato com o suporte informando o código correto para correção do erro.

Consultando o IBGE 

Para obter os códigos corretos, consulte a Tabela de Municípios do IBGE.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-277
Rejeições NFE,Rejeição: 278 - Código município do local de entrega: dígito inválido.,"Rejeição

A rejeição 278 ""Código Município do Local de Entrega inexistente"" ocorre quando o código do município informado na Nota Fiscal Eletrônica (NF-e) não é válido. 

Causas 

O código do município informado está incorreto 
O código do município informado não existe na tabela de municípios do IBGE
Dicas

Como resolver 

Verifique se o código do município informado está correto e atualizado
Consulte a Tabela de Município do IBGE
Solicite a correção do código para p suporte.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-278
Rejeições NFE,Rejeição: 279 - Código município do local de entrega: difere da UF do local de entrega.,"Detalhes do erro

Esse rejeição é referente a UF do endereço de entrega estar diferente do endereço cadastrado no IBGE.

 

Dicas de correção

Para resolver a Rejeição 279: Código Município do Local de Entrega: difere da UF do Local de Entrega, verifique o código do município no local de entrega, no campo cMun, é igual ao que está cadastrado no site do IBGE.

Neste caso, qualquer diferente ao site do IBGE não será valido.

Ou seja, precisa validar qual a UF esta no cadastro do cliente (Cadastros Gerais → Clientes) no endereço de entrega.

Se apresentar esse erro, entre em contato com o suporte.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-279
Rejeições NFE,Rejeição: 280 - Certificado transmissor inválido.,"Rejeição
Rejeição: Certificado Transmissor inválido

A Rejeição 280 pode ocorrer quando uma o CTe for emitido com certificado inválido, podendo estar inválido para uso, por diversos motivos, como: 

Dicas
Como Resolver

Para resolver a Rejeição 280: Certifique-se de que o certificado digital utilizado, tem validade para uso. 

Caso identifique que o certificado de fato é inválido, faça a reinstalação e ou contate a Sefaz para uma validação. Em alguns casos, pode ser necessária a substituição do certificado, junto a certificadora.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-280
Rejeições NFE,Rejeição: 281 - Certificado transmissor data validade.,"Rejeição

A rejeição 281 ""Certificado Transmissor","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-281
Rejeições NFE,Rejeição: 282 - Certificado transmissor sem CNPJ.,"Rejeição

A rejeição 282 ""Certificado Transmissor sem CNPJ/CPF"" ocorre quando o certificado digital utilizado para transmitir um documento fiscal eletrônico não está vinculado a um CNPJ. 

A rejeição 282 é retornada pela SEFAZ. 

Para obter mais informações sobre essa rejeição, você pode entrar em contato com a SEFAZ. 

Dicas

Para resolver a rejeição 282, você pode: 

Revisar a configuração do certificado digital com a empresa certificadora.
Após regularização com certificadora, informar o suporte sobre a alteração.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-282
Rejeições NFE,Rejeição: 283 - Certificado Transmissor – erro cadeia de certificação.,"Rejeição

283 - Rejeição: Certificado Transmissor - erro de cadeia de certificado. 

O erro 283 ocorre quando o Web Service da SEFAZ não considera o certificado digital do transmissor como confiável, isto é ela não confia na AC emissora do certificado digital que está sendo utilizado pelo transmissor da NF-e.

Dicas

Como resolver:

Entre em contato com a sua certificadora e informe o erro, para que eles alterem alguma possível configuração.
Entrar em contato com o suporte se necessário após a alteração do certificado.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-283
Rejeições NFE,Rejeição: 293 - Certificado Assinatura – erro cadeia de certificação.,"Rejeição

A rejeição 293 ""Certificado Assinatura - erro Cadeia de Certificação"" ocorre quando a SEFAZ não consegue verificar a cadeia de certificação do certificado digital. 

Este erro pode acontecer quando:

O certificado da AC emissora não está cadastrado na SEFAZ
O certificado de AC está revogado
O certificado não foi assinado pela AC emissora
A entidade certificadora está fora do ar
Dicas

Para reportar o problema à SEFAZ, deve:

Informar o nome da Autoridade Certificadora que realizou a emissão do certificado digital.
Entrar em contato com a certificadora que realizou a emissão do certificado e informar sobre.
Após a realização da regularização do certificado atualizar dentro do cadastro da empresa.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-293
Rejeições NFE,Rejeição: 294 - Certificado Assinatura revogado.,"Rejeição

A rejeição 294 ""Certificado Assinatura revogado"" ocorre quando a Secretaria da Fazenda (SEFAZ) identifica que o certificado digital utilizado para assinar um documento está revogado. 

Dicas

O que fazer? 

Verificar se o certificado está na Lista de Certificados Revogados (LCR)
Entrar em contato com a certificadora que emitiu o certificado
Obter um novo certificado digital válido
Instalar e configurar o novo certificado digital","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-294
Rejeições NFE,Rejeição: 295 - Certificado Assinatura difere ICP Brasil.,"Rejeição

A rejeição 295 ""Certificado Assinatura difere ICP-Brasil"" ocorre quando o certificado digital utilizado para assinar um documento fiscal eletrônico não está de acordo com a ICP-Brasil. 

Dicas

Para resolver essa rejeição, você pode: 

Confirmar se o certificado foi emitido por uma autoridade certificadora reconhecida pela ICP-Brasil
Caso o certificado não seja compatível, solicitar um novo certificado digital
Instalar e configurar o novo certificado digital
 
Tela do cadastro da empresa.

Como solicitar um novo certificado digital? 

Solicite um novo certificado digital emitido por uma autoridade certificadora que atenda aos padrões da ICP-Brasil","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-295
Rejeições NFE,Rejeição: 296 - Certificado Assinatura erro no acesso a LCR.,"Rejeição

A rejeição 296 ""Certificado Assinatura erro no acesso a LCR"" ocorre quando a SEFAZ não consegue consultar a Lista de Certificados Revogados (LCR). Isso pode acontecer por problemas internos da SEFAZ. 

O que significa 

Essa rejeição não significa que o certificado está revogado. O problema é técnico e está relacionado à comunicação com a LCR. 

Dicas

Como resolver

Aguarde alguns minutos e volte a tentar a emissão ou comunicação
Reprocesse a nota fiscal
Caso o problema persista, entre em contato com o suporte","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-296
Rejeições NFE,Rejeição: 297 - Assinatura difere do calculado.,"Rejeição

A rejeição 297 ""Assinatura difere do calculado"" ocorre quando a assinatura digital de uma nota fiscal é violada. Isso pode acontecer por causa de caracteres especiais, espaços em branco ou quebras de linha. 

Dicas

Como resolver 

Verificar se há caracteres especiais, espaços em branco ou quebras de linha nos campos da nota fiscal 
Remover ou substituir os caracteres especiais, espaços em branco ou quebras de linha 
Verificar se o XML da nota fiscal foi manipulado após a assinatura 
Reenviar a nota fiscal","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-297
Rejeições NFE,Rejeição: 298 - Assinatura difere do padrão do projeto.,"Rejeição

A rejeição 298 ""Assinatura difere do padrão do projeto"" indica que a assinatura digital de um documento fiscal não atende às especificações da SEFAZ.

Causas 

O certificado digital não está credenciado no ICP-Brasil
O documento não apresenta as características exigidas pelo padrão da MDF-e
Existem caracteres especiais nos cadastros, como ""/"", ""*"", ""!"", ""&"", etc.
Dicas

Solução

Verifique o Manual do Contribuinte para saber os requisitos técnicos e procedimentos para emitir a NF-e
Verifique o formato da assinatura digital no XML da NF-e
Compare a assinatura com as especificações do manual do contribuinte
Faça os ajustes necessários para que a assinatura esteja em conformidade com o padrão
Reemita a NF-e com a nova assinatura digital","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-298
Rejeições NFE,Rejeição: 299 - XML da área de cabeçalho com codificação diferente de UTF-8.,"Rejeição

A rejeição 299 significa que o XML da área de cabeçalho da nota fiscal eletrônica (NF-e) possui uma codificação diferente de UTF-8. 

Causa 

Ocorre quando o XML contém caracteres que não estão incluídos no conjunto de caracteres da codificação UTF-8 
Pode acontecer quando há caracteres especiais e/ou acentuados no texto
Dicas

Solução 

Verifique os campos preenchidos com acentuação
Remova ou substitua as letras acentuadas
Reenvie a NF-e para processamento","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-299
Rejeições NFE,Rejeição: 346 - Somatório das quantidades informadas na Exportação Indireta não corresponde a quantidade total do item. - OK,"Detalhe do Erro
Ao realizar a emissão de uma NF-e (mod. 55) informando o grupo de Exportação Indireta (exportInd) e quantidade exportada (qExport) diferente da quantidade comercial total do item (qCom)
Dicas de Correção
O somatório das quantidades informada (tag:qExport), deve corresponder a quantidade comercial informada para o item (tag:qCom).
Na aplicação em vendas validas os itens e em cadastros gerais > Produtos, confira se todos estão na respectiva unidade tributável. Para que seja possível fazer o comparativo acesse: Tabela atualizada NCM e respectiva Utrib (comércio exterior).
Sendo necessário o cadastro de novas unidades de medida acesse Cadastros Gerais > Cadastros iniciais > Unidades de medida.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-346
Rejeições NFE,Rejeição: 347 - Descrição do Combustível diverge da descrição adotada pela ANP.,"Detalhe do Erro
Quando for emitida uma NF-e para Operação com Combustíveis e for informado Código do Produto da ANP (cProdANP) que não existe na Tabela do Sistema de Informações de Movimentação de Produtos ( SIMP ), será retornado a rejeição ""761 - Código de Produto ANP inexistente"". 
 
Quando for emitida uma NFC-e com Frete (Campo: modFrete) e Indicador de presença do comprador (Campo: indPres) for diferente de ""4 - NFC-e em operação com entrega a domicílio""

 

Dicas de Correção
Deve-se consultar a Tabela com os Códigos dos Produtos ANP divulgados pela Sefaz e SIMP e identificar Código que existente na mesma referente ao produto que está sendo comercializado.
 
A Sefaz divulgou em seu Portal Nacional tabela com a relação de códigos existentes, porém não possui a descrição dos produtos para cada código. Para ter acesso a essa tabela, acesse o endereço a seguir para baixá-la: http://www.nfe.fazenda.gov.br/portal/exibirArquivo.aspx?conteudo=2Cm8MVJiCVc=
 
Para ter acesso a tabela do SIMP, acesse o endereço: http://www.anp.gov.br/SITE/EXTRAS/SITE_SIMP/tabela-codigos.asp


Referência:

     Nota Técnica 2015/003 (v 1.60) -  http://www.nfe.fazenda.gov.br/portal/exibirArquivo.aspx?conteudo=zJGzcwysHPo=","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-347
Rejeições NFE,Rejeição: 348 - NFC-e com grupo RECOPI. - OK,"Detalhe do Erro
Quando for emitida uma NFC-e e for informado o grupo RECOPI (Reconhecimento e Controle das Operações com Papel Imune) (tag nRECOPI)será retornado a rejeição.

 

Dicas de Correção
Se o grupo RECOPI deve ser informado, então, deve-se emitir uma NF-e (modelo 55). Caso realmente, o documento a ser emitido seja uma NFC-e (modelo 65) o grupo RECOPI pode ter sido informado indevidamente

 

Referência:

Manual de Orientação do Contribuinte (v. 6.0) - http://www.nfe.fazenda.gov.br/portal/exibirArquivo.aspx?conteudo=URCYvjVMIzI=","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-348
Rejeições NFE,Rejeição: 349 - Número RECOPI não informado. - OK,"Detalhe do Erro
Ao tentar realizar a emissão de uma NF-e (mod.55), sem o número de RECOPI (Reconhecimento e Controle das Operações com Papel Imune), em operações de impressão de livros, jornais e/ou periódicos (NCM identificando tais itens), o órgão autorizador retorna a rejeição

 

Dicas de Correção

 

É necessário adicionar o número de registro de controle da operação, cadastrado no Sistema RECOPI Nacional, que possuí 20 dígitos, na tag nRECOPI, dentro do grupo prod.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-349
Rejeições NFE,Rejeição: 350 - Número RECOPI inválido. - OK,"Detalhe do Erro

 

Ao tentar realizar a emissão de uma NF-e (mod.55), com o número de RECOPI (Reconhecimento e Controle das Operações com Papel Imune) inválido, o órgão autorizador retorna à rejeição.

 

O erro está relacionado ao preenchimento da tag nRECOPI sem considerar os seguintes critérios:
20 dígitos numéricos (0-9);
Não conter separadores, espaços ou caracteres não numéricos;
Dígitos verificadores inválidos
Dicas de Correção
Corrigindo o conteúdo informado no campo nRECOPI, dentro do grupo prod.","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-350
Rejeições NFE,Rejeição: 351 - Valor do ICMS da Operação no CST=51 difere do produto BC e Alíquota. - OK,"Detalhe do Erro

 

Quando for emitida uma NF-e, com CST de ICMS igual a 51 - ""Diferimento"" e o Valor do ICMS da Operação (vICMSOp) for diferente do produto (multiplicação) da Base de Cálculo (vBC) e a Alíquota (pICMS), será retornado a rejeição.

      Veja como é feito o cálculo do Valor do ICMS da Operação da NF-e:

 

vBC (ID: N15)

pICMS (ID: N16)

_________________________

vICMSOp (ID: N16a)

 

Exemplo hipotético:
Foi emitida uma NF-e com CST de ICMS igual a 51, com Base de Cálculo igual a R$ 98.99 e Alíquota de 18.00% (por cento) e foi informado o Valor do ICMS da Operação igual a R$ 18.00. Sendo o valor correto da multiplicação da Base de Cálculo e Alíquota igual a R$ 17.82, a NF-e será rejeitada pelo motivo 351.Cálculo (vBC) e a Alíquota (pICMS), será retornado a rejeição.

 

Dicas de Correção
Na aplicação precisa validar nas regras de ICMS se a regra referente ao item esta correta com as alíquotas. No exemplo apresentado anteriormente o cálculo seria realizado da seguinte forma:

 

vBC (ID: N15) = 98.99

pICMS (ID: N16) = 18.00

______________________________________

vICMSOp (ID: N16a) = 98.99 x 18.00%

vICMSOp (ID: N16a) = 17.8182

 

     Realizando aproximação das quatro casas decimais para duas:

     vICMSOp (ID: N16a) = 17.82","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-351
Rejeições NFE,Rejeição: 352 - Valor do ICMS Diferido no CST=51 difere do produto Valor ICMS Operação e percentual diferimento. - OK,"Detalhe do Erro

 

Quando for emitida uma NF-e, com CST de ICMS igual a 51 - ""Diferimento"" e o Valor do ICMS Diferido (vICMSDif) for diferente do produto (multiplicação) do Valor do ICMS da Operação (vICMSOp) e a Alíquota de Diferimento (pDif), será retornado a rejeição.

Veja como é feito o cálculo do Valor do ICMS da Operação da NF-e:A

 

vICMSOp (ID: N16a)

pDif (ID: N16b)

___________________

vICMSDif (ID: N16c)

 

Exemplo hipotético:
Foi emitida uma NF-e com CST de ICMS igual a 51, com Valor do ICMS da Operação igual a R$ 17.82 e Alíquota de Diferimento de 33.33% (por cento) e foi informado o Valor do ICMS de Diferido igual a R$ 6.00. Sendo o valor correto da multiplicação da Base de Cálculo e Alíquota igual a R$ 5.94.

 

Dicas de Correção

 

Na aplicação precisa validar nas regras de ICMS se a regra referente ao item esta correta com as alíquotas. No exemplo apresentado anteriormente o cálculo seria realizado da seguinte forma:

 

vICMSOp (ID: N16a) = 17.82

pDif (ID: N16b) = 33.33%

_____________________________________

vICMSDif (ID: N16c) = 5.939406

 

Realizando aproximação das quatro casas decimais para duas:

vICMSDif (ID: N16c) = 5.94","nfe, erros comuns nfe, resoluções nfe, erros comuns e resoluções - nf-e, erros comuns e resoluções - nfe",https://unoerpwiki.herokuapp.com/pt-br/menu-implantacao/configuracao-plugins/configuracao-nf-e/erros-nfe/rejeicao-352
